title,authors_x,url_x,year_x,abstract_x,abstract_y,year_y,citationCount,url_y,paperId,authors_y,Source,have new datapoint,Notes,_merge
"Molecular data confirm Triatoma pallidipennis Stal, 1872 (Hemiptera: Reduviidae: Triatominae), as a novel cryptic species complex","Cruz, D. D. and E. Arellano.",https://bibtri.cepave.edu.ar/download.php?id=15760,2022,"Triatoma pallidipennis constitues one of the most important Chagas disease vector inmexico. Previous studies based on molecular data suggest T. pallidipennis as a complex of cryptic species. For that reason, we analyzed the phylogenetic relationships of T. pallidipennis using DNA sequences from the mitochondrial ND4 gene and the ITS- 2 gene. In addition, the divergence times were estimated, and possible new taxa were delimited with three species delimitation methods. Finally, genetic distances and possible connectivity routes based on shared haplotypes were obtained among the T. pallidipennis populations. Five haplogroups (possible cryptic species) were found, based on delimitation methods and genetic distances. Haplogroup divergence began about 3 Ma, in the Pleistocene. Moreover, none of the haplogroups showed potential connectivity routes between them, evidencing lack of gene flow. Our results suggest the existence of a new cryptic species complex within what is currently recognized as a T. pallidipennis.",,,,,,,,,,left_only
Modelado Espacial Actual y Futuro de la Idoneidad de Hábitat de Triatoma nitida Usinger1 en Latinoamérica,"Torres-Delgado, M. G., F. G. Véliz-Deras, F. J. Sánchez-Ramos, E. Ruíz-Cancino, A. R. Martínez-Sifuentes, U. Nava-Camberos, V. Ávila-Rodríguez y A. I. Ortega-Morales.",https://bibtri.cepave.edu.ar/download.php?id=16847,2022,"Triatoma nitida Usinger es vector del parásito Trypanosoma cruzi (Chagas) causante de la enfermedad de Chagas, con alta capacidad de adaptación a zonas con diferencias geográficas y climáticas, lo que podría llegar a afectar a la población humana. Considerando la problemática actual de las enfermedades reemergentes el presente estudio se realizó con los objetivos de delimitar la distribución actual de T. nitida en Latinoamérica, identificar las variables ambientales de mayor influencia sobre la distribución de la especie para el clima futuro (2041- 2060 y 2081-2100) bajo los escenarios SSP1-2.6 y SSP5-8.5 (GtCO2) e identificar las nuevas zonas con alta idoneidad de hábitat. Se generó una base de datos con 55 registros geográficos. Se descargaron 19 variables bioclimáticas del periodo actual con resolución de 2.5 arc-min. Para la proyección del clima futuro se consideró el modelo de Beijing Climate Center-Climate System Model para los años 2041-2060 y 2081-2100 bajo los escenarios SSP1-2.6 y SSP5-8.5. La superficie estimada para Latinoamérica fue de 2,089,284 km2, abarcando 17 países y 13 estados de México con zonas potenciales para la presencia de la especie. La superficie estimada para los climas futuros fue de 205,515 km2 para 2041-2060 y de 857 km2 para 2081-2100, siendo la mayor distribución en los estados de Oaxaca y Chiapas en México y los países centro y sudamericanos Guatemala, El Salvador, Honduras, Nicaragua, Venezuela, y Brasil. Se puede señalar que bajo este modelo la tendencia de disminución del área de distribución de T. nitida representa un menor riesgo epidemiológico para la población humana. Aunque la tendencia de los resultados muestran dicha disminución, se encontraron nuevas zonas geográficas de invasión las cuales poseen características climáticas ideales para el establecimiento del vector, lo que podría contribuir a su adaptación, incrementar su capacidad vectorial, así como ampliar la distribución de la enfermedad de Chagas a nuevas zonas de Latinoamérica, por lo anterior es importante considerar las áreas con alta idoneidad de hábitat.",,,,,,,,,,left_only
A Branched and Double Alpha-Gal-Bearing Synthetic Neoglycoprotein as a Biomarker for Chagas Disease,"Montoya, A. L., E. G. Carvajal, U. Ortega-Rodriguez, I. L. Estevao, R. A. Ashmus, S. R. Jankuru, S. Portillo, C. C. Ellis, C. D. Knight, J. Alonso-Padilla, L. Izquierdo, M. J. Pinazo, J. Gascon, V. Suarez, D. M. Watts, I. R. Malo, J. M. Ramsey, B. Alarcón De Noya, O. Noya, I. C. Almeida and K. Michael.",https://bibtri.cepave.edu.ar/download.php?id=17228,2022,"Chagas disease (CD) is caused by the parasite Trypanosoma cruzi and affects 6–7 million people worldwide. The diagnosis is still challenging, due to extensive parasite diversity encompassing seven genotypes (TcI-VI and Tcbat) with diverse ecoepidemiological, biological, and pathological traits. Chemotherapeutic intervention is usually effective but associated with severe adverse events. The development of safer, more effective therapies is hampered by the lack of biomarker(s) (BMKs) for the early assessment of therapeutic outcomes. The mammal-dwelling trypomastigote parasite stage expresses glycosylphosphatidylinositol-anchored mucins (tGPI-MUC), whose O-glycans are mostly branched with terminal, nonreducing a-galactopyranosyl (a-Gal) glycotopes. These are absent in humans, and thus highly immunogenic and inducers of specific CD anti-a-Gal antibodies. In search for A-Gal-based BMKs, here we describe the synthesis of neoglycoprotein NGP11b, comprised of a carrier protein decorated with the branched trisaccharide Gala(1,2)[Gala(1,6)]GalB. By chemiluminescent immunoassay using sera plasma from chronic CD (CCD) patients from Venezuela andmexicoand healthy controls, NGP11b exhibited sensitivity and specificity similar to that of tGPI-MUC from genotype TcI, predominant in those countries. Preliminary evaluation of CCD patients subjected to chemotherapy showed a significant reduction in anti-a-Gal antibody reactivity to NGP11b. Our data indicated that NGP11b is a potential BMK for diagnosis and treatment assessment in CCD patients.",,,,,,,,,,left_only
Bacterias asociadas a glándulas metasternales y glándulas de Brindley en Meccus pallidipennis (Hemiptera: Reduviidae) y su potencial participación en la producción de semioquímicos,"Sampayo Andrade, A.",https://bibtri.cepave.edu.ar/download.php?id=17245,2022,"En Latinoamérica, y principalmente en México, el estudio de los triatominos y particularmente de Meccus pallidipennis, un insecto hematófago de hábitos nocturnos, adquiere gran importancia debido a su elevada relevancia epidemiológica al ser el causante de más del 70% de las infecciones con el parásito protozoario Trypanosoma cruzi – agente etiológico de la enfermedad de Chagas –La capacidad vectorial de los triatominos puede verse influenciada por factores tales como su contexto ambiental, sus fuentes alimentarias e incluso por las asociaciones que forman con sus conespecíficos u otras especies. En varias especies de triatominos se han descrito interacciones con diversas bacterias y con diferentes efectos sobre sus aptitudes como vector. Estas interacciones insecto-bacteria, además de las que forman con el entorno y sus fuentes alimentarias, generalmente son moduladas por compuestos orgánicos, principalmente los producidos por diversas glándulas exocrinas. Debido a lo anterior, en este trabajo se evaluó la respuesta comportamental en ejemplares adultos de M. pallidipennis expuestos ante extractos bacterianos de las GM y de las GB. Para ello se analizaron los Índices de Preferencia Individual y los Índices de Preferencia Grupal particulares y correspondientes a dos cepas bacterianas con el propósito de confirmar sus efectos biológicos con base en los efectos comportamentales",,,,,,,,,,left_only
Incremento de incidencia intradomiciliar de triatominos y prevalencia de Trypanosoma cruzi en el Centro de México,"García-Mares, J. I., C. González-Acosta, J. Peralta-Rodríguez, F. Correa-Morales, H. Barón-Olivares y M. Moreno-García.",https://bibtri.cepave.edu.ar/download.php?id=17322,2022,"La enfermedad de Chagas afecta a millones de personas en América. La enfermedad está globalizada y en franca expansión, esto debido a la acelerada urbanización y a la expansión geográfica de chinches vectores (triatominos). La riqueza de de triatominos en México es alta (33 especies) pero varía por regiones. En Morelos, ubicado en el centro de México, se han reportado las especies Meccus pallidipennis, Triatoma barberi y T. dimidiata, con una prevalencia de infección alta. En este trabajo se describe el incremento de incidencia en ambiente intradomiciliar y el porcentaje de infección natural de triatominos en la zona oriente de Morelos. Se realizaron colectas activas intra y peri domiciliares de triatominos y se evaluó la presencia de T. cruzi en heces. Los resultados muestran que los casos de la enfermedad han ido en aumento con incremento en la preferencia intradomiciliar del triatomino. El índice de infección natural con Trypanosoma fue de 79.7 % para M. pallidipennis y del 49 % para T. barberi (no se detectó la presencia de T. dimidiata). Los resultados muestran que es necesario un incremento en los recursos económicos y humanos para generar estrategias de controles eficientes y sustentables de la enfermedad.",,,,,,,,,,left_only
Molecular Characterization of Four Mexican Isolates of Trypanosoma cruzi and Their Profile Susceptibility to Nifurtimox,"López-Domínguez, J., A. López-Monteon, P. Ochoa-Martínez, E. Dumonteil, C. Barnabé, E. Waleckx, R. G. Hernández-Giles and A. Ramos-Ligonio.",https://bibtri.cepave.edu.ar/download.php?id=17341,2022,"Conclusion Our results also evidenced a high variability in the susceptibility to NFX of these T. cruzi isolates Central and Southeasternmexico, suggesting the presence of naturally resistant isolates circulating in the country. These results have important implications for defining treatment policies for patients with Chagas disease.",,,,,,,,,,left_only
Seroprevalence of Trypanosoma cruzi in Eight Blood Banks in Mexico,"González-Guzmán, S., P. González-Cano, E. T. Bagu, S. Vázquez-Vega, M. Martínez-Salazar, M. Juárez-Montiel, A. Gutiérrez-Hoya, J. A. Crescencio-Trujillo, S. Sánchez-Montes, ..., N Ramírez-Pereda, A. Martínez-Mora and V. Paredes-Cervantes.",https://bibtri.cepave.edu.ar/download.php?id=17381,2022,"Background. The true prevalence of Chagas disease inmexicois unknown. However, it has been estimated that 1.1–4 million people are infected with Trypanosoma cruzi , which represents a potential risk for transmission of the disease via contaminated blood. Aim of the Study. To determine the Chagas disease seroprevalence in donors from eight blood banks in the north ofmexicoCity, and the northeast of the State ofmexico. Study Design and Methods. Serum samples from blood donors ( n = 515,038) were tested to detect the presence of anti- Trypanosoma cruzi antibodies in eight blood banks. The serologic screening test was performed in each of the blood banks. To confirm the seropositive blood donors, only two out of the eight blood banks used a test with a different principle with the aim of identifying anti- Trypanosoma cruzi antibodies. All tests were validated by the Mexican Institute for Epidemiological Diagnosis and Reference. Results. One thousand two hundred and ten blood donors were seropositive for Try- panosoma cruzi , which represents a 0.23% seroprevalence (95% CI 0.22–0.25%). Of the seropositive blood donors, 97.03 % resided in the northeast area of the State ofmexico,mexicoCity, and southern part of the State of Hidalgo. Conclusions. Active transmission of Chagas disease may be occurring in non-endemic regions in the northeast of the State ofmexico.",,,,,,,,,,left_only
"Trends in Mortality from Ischemic Heart Disease in the Region of the Americas, 2000-2019","Lanas, F. and A. Soto.",https://bibtri.cepave.edu.ar/download.php?id=17405,2022,"Background: In latest decades, mortality rates from ischemic heart disease (IHD) had declined steadily in most of the world as a consequence of improvements in prevention and therapy. Objective: The aim of this study was to analyze trends in mortality caused by IHD in the region of the Americas from 2000 to 2019. Methods: Estimates of the age-adjusted mortality rate (AAMR) due to IHD were extracted from the Data Portal on Noncommunicable Diseases, Mental Health, and External Causes (ENLACE), Pan American Health Organization. We used Joinpoint regression to analyze significant changes in mortality trends by country, gender, geographical sub-region, and country income, according to the World Bank classification. We also calculated the average annual percent change (AAPC) mortality rate for the overall period in the Americas as a whole and by country and sub-region. Results: In the region of the Americas, the AAMR from IHD decreased from 117.80 (95% uncertainty interval (UI)) 106.64–135.90) in 2000 to 73.64 (62.65–92.66) per 100,000 in 2019. In males, from 149.08 (95% UI 138.23–168.08) to 96.02 (95% UI 83.48–117.19) and in females 92.36 (95% UI 81.35–109.42) to 54.84 (95% UI 45.28– 71.76). The AAPC mortality rate in the region decreased –2.5% (95% CI: –2.7, –2.3), with joinpoints in 2007 and 2012, –2.3% (95% CI: –2.5, –2.1) in men and –2.7% (95% CI: –3.0, –2.5) in women. According to the sub-region analysis, the highest decrease was recorded in North America, AAPC –3.1% (95% CI: –3.3, –3.0) with one joinpoint in 2011, whereas there was a stagnation of the mortality rate in Central America,mexico, and Latin Caribbean with an AAPC of 0.1 (–0.2, 0.3) with one joinpoint in 2007. Conclusions: Age-adjusted mortality rate from IHD between 2000 and 2019 has decreased in the region of the Americas. However, different trends were observed, North America had the highest reduction in AAPC, while Central America,mexico, and Latin Caribbean Region had a stagnation. This trend was highly influenced by country income.",,,,,,,,,,left_only
Reactions to bites from kissing bugs (primarily genus Triatoma),"Goddard, J. and R. D. deShazo.",https://bibtri.cepave.edu.ar/download.php?id=17762,2022,"Triatoma insects (colloquial names include kissing bug, Mexican bed bug, and cone-nosed bug) are found primarily in the western and southern United States, Central and South America, andmexico(picture 1 and picture 2). Kissing bug bites are usually painless and undetected by the victim. However, these insects are of medical importance both because they can transmit the protozoan Trypanosoma cruzi, which causes Chagas disease, and also because people can develop life-threatening allergic reactions to their bites. Local reactions to Triatoma bites, most commonly consisting of erythema and edema around the puncture sites (picture 3), develop in some patients and are managed symptomatically. (See 'Local reactions' above.) Allergic reactions/anaphylaxis to Triatoma bites typically occur in the middle of the night, as Triatoma are nocturnal and bite while the victim sleeps. With the exception of this one distinguishing feature, the signs and symptoms of Triatoma anaphylaxis may be identical to those resulting from other triggers. Fatal and near-fatal cases of anaphylaxis have been reported. Acute treatment of anaphylaxis following a Triatoma bite is identical to acute treatment of anaphylaxis of any etiology.Upon discharge, all patients with anaphylaxis should be equipped with an epinephrine autoinjector and an anaphylaxis emergency action plan to manage initial treatment of recurrent episodes. Epinephrine should be kept at the bedside in the future. Once a patient with anaphylaxis has been stabilized, the home (or relevant site) should be thoroughly searched for the blood-engorged insect as soon as possible.If necessary, pest management professionals may be called upon to aid in the inspection process.Identification of the insect is important for diagnosis because reagents for skin testing and laboratory diagnosis are not available.Proper insect identification can be obtained from a local college or university entomology department or the extension service at participating land-grant universities nationwide. Patients should be given information about how to prevent future contact with Triatoma, including modifications of their homes, bedrooms, and surrounding environment.If kissing bugs are suspected to be present or found in the home, a pest management professional should be contacted. Specific immunotherapy to reduce an allergic patient's sensitivity to Triatoma is not commercially available.Thus, avoidance and education about early recognition and treatment of recurrent allergic reactions is critical.",,,,,,,,,,left_only
Variaciones geográficas en la reactividad de la prueba para el diagnóstico serológico de la infección por Trypanosoma cruzi,"Truyens, C., E. Dumonteil, J. Alger, M. L. Cafferata, A. Ciganda, L. Gibbons, C. Herrera, S. Sosa-Estani y P. Buekens.",https://bibtri.cepave.edu.ar/download.php?id=18552,2022,"Antecedentes: La enfermedad de Chagas es una enfermedad desatendida causada por el parásito Trypanosoma cruzi. La mayoría de los diagnósticos se basa en pruebas serológicas, pero la falta de un método de referencia complica la medición del desempeño de las pruebas. Metodología: La reactividad de dos pruebas de diagnóstico rápido y una de inmunoabsorción ligada a enzimas (ELISA), se evaluó usando muestras de una cohorte bien caracterizada de mujeres infectadas con T. cruzi de un estudio previo sobre la transmisión congénita de T. cruzi, usando 481 muestras de sangre o plasma de Argentina (n=149), Honduras (n=228) y México (n=104), con al menos una PCR positiva para T. cruzi. Resultados: La reactividad de las tres pruebas osciló entre el 70,5 % para el ELISA de Wiener y, para las pruebas rápidas, el 81,0% para T-Detect y el 90,4 % para Stat- Pak. La reactividad de las pruebas varió significativamente entre países, siendo mayor en Argentina y menor en México. Considerando al menos dos pruebas serológicas reactivas para confirmación, menos de 12 % de los casos en Argentina no fueron detectados, más de 21 % en Honduras y más de 72 % en México. Las diferencias en el rendimiento de la prueba entre países no se asociaron con la parasitemia, sino con diferencias en los valores de anticuerpos contra los antígenos ELISA. Conclusiones: Tanto las diferencias geográficas en las cepas de T. cruzi, como las diferencias genéticas entre las poblaciones humanas, pudieron contribuir a las discrepancias en las pruebas. Se requieren nuevas pruebas diagnósticas para la detección oportuna de casos.",,,,,,,,,,left_only
